# base_algorithm,wood
# population_size,15
# initial_mutation_rate,0.35
# max_iterations,150
# output_size,128
# generations_completed,150
# total_evaluations,2250
# runtime_s,71.866
# final_best_fitness,0.912050
generation,cumulative_evaluations,elapsed_ms,elapsed_s,best_fitness,best_ever_fitness,mean_fitness,worst_fitness,std_fitness,mutation_rate,best_comp_mean,best_comp_variance,best_comp_gradient_dir,best_comp_edge_density,best_comp_histogram
133,1995,63611.00,63.6110,0.911917,0.911917,0.898685,0.871425,0.011957,0.500000,0.959070,0.997345,0.998213,0.740601,0.806396
134,2010,64113.00,64.1130,0.912050,0.912050,0.899381,0.874315,0.010915,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
135,2025,64593.00,64.5930,0.912050,0.912050,0.898365,0.874394,0.011046,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
136,2040,65066.00,65.0660,0.912050,0.912050,0.903254,0.884034,0.007034,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
137,2055,65543.00,65.5430,0.912050,0.912050,0.894567,0.846915,0.016652,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
138,2070,66033.00,66.0330,0.912050,0.912050,0.898089,0.875893,0.009920,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
139,2085,66508.00,66.5080,0.912050,0.912050,0.895224,0.864380,0.014536,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
140,2100,66980.00,66.9800,0.912050,0.912050,0.899182,0.875343,0.011162,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
141,2115,67459.00,67.4590,0.912050,0.912050,0.891877,0.857276,0.015877,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
142,2130,67934.00,67.9340,0.912050,0.912050,0.900865,0.875392,0.010368,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
143,2145,68435.00,68.4350,0.912050,0.912050,0.890182,0.860279,0.014535,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
144,2160,68905.00,68.9050,0.912050,0.912050,0.895944,0.872081,0.011095,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
145,2175,69380.00,69.3800,0.912050,0.912050,0.891309,0.864343,0.017056,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
146,2190,69852.00,69.8520,0.912050,0.912050,0.890728,0.868087,0.014276,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
147,2205,70348.00,70.3480,0.912050,0.912050,0.895590,0.866716,0.013473,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
148,2220,70832.00,70.8320,0.912050,0.912050,0.896464,0.871048,0.013414,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
149,2235,71314.00,71.3140,0.912050,0.912050,0.897608,0.873640,0.011445,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
150,2250,71795.00,71.7950,0.912050,0.912050,0.897446,0.853015,0.015367,0.500000,0.959217,0.997357,0.998240,0.740967,0.806580
